Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Food and drink,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction,Delay
OQ74504534,Male,Loyal Customer,26.0,NJ,Personal Travel,Eco,515.0,0.0,0.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,neutral or dissatisfied,No
PR80959029,Female,Loyal Customer,62.0,NJ,Personal Travel,Eco,200.0,0.0,0.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,neutral or dissatisfied,No
VJ00102528,Male,Disloyal Customer,22.0,NJ,Business travel,Eco,825.0,0.0,2.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,neutral or dissatisfied,No
FY04034971,Male,Disloyal Customer,16.0,NJ,Business travel,Eco,1066.0,30.0,25.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,neutral or dissatisfied,Yes
PQ46384813,Female,Loyal Customer,60.0,NJ,Business travel,Business,3739.0,30.0,32.5,5.0,1.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,satisfied,Yes
NE72431806,Male,Loyal Customer,13.0,NJ,Personal Travel,Eco,589.0,0.0,6.0,3.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,neutral or dissatisfied,No
JK89266686,Female,Loyal Customer,76.0,NJ,Business travel,Eco,434.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,satisfied,No
KP28149710,Female,Loyal Customer,47.0,NJ,Personal Travel,Eco,323.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,satisfied,No
TY11548532,Female,Disloyal Customer,20.0,NJ,Business travel,Eco,921.0,4.0,21.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,neutral or dissatisfied,No
YS24149516,Female,Loyal Customer,61.0,NJ,Business travel,Business,1509.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,satisfied,No
AZ06184697,Male,Disloyal Customer,20.0,NJ,Business travel,Business,204.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
HD24504288,Female,Loyal Customer,19.0,NJ,Personal Travel,Eco,983.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,neutral or dissatisfied,No
KK99140863,Female,Loyal Customer,42.0,NJ,Personal Travel,Eco,862.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,neutral or dissatisfied,No
IF99818815,Male,Loyal Customer,65.0,NJ,Personal Travel,Eco,1315.0,6.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,neutral or dissatisfied,No
BQ44554886,Female,Loyal Customer,46.0,NJ,Personal Travel,Business,374.0,30.0,32.5,3.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,neutral or dissatisfied,Yes
YM34759795,Male,Loyal Customer,39.0,NJ,Business travel,Business,484.0,0.0,0.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,satisfied,No
EC83178827,Female,Loyal Customer,33.0,NJ,Business travel,Business,1956.0,0.0,0.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,neutral or dissatisfied,No
JS03163658,Male,Loyal Customer,38.0,NJ,Business travel,Business,411.0,0.0,10.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,satisfied,No
CE01195843,Female,Loyal Customer,42.0,NJ,Personal Travel,Business,663.0,30.0,24.0,1.0,4.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,neutral or dissatisfied,Yes
UK24446196,Female,Loyal Customer,53.0,NJ,Business travel,Eco,140.0,0.0,0.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,neutral or dissatisfied,No
JH90964075,Male,Loyal Customer,60.0,NJ,Business travel,Business,997.0,0.0,0.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,satisfied,No
SD99266071,Female,Loyal Customer,47.0,NJ,Business travel,Business,1831.0,0.0,0.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,4.0,neutral or dissatisfied,No
VU39358222,Female,Loyal Customer,25.0,NJ,Personal Travel,Eco,414.0,30.0,32.5,1.0,4.0,1.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,neutral or dissatisfied,Yes
HO22323226,Male,Loyal Customer,28.0,NJ,Business travel,Eco Plus,2565.0,30.0,32.5,2.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
NM47781440,Male,Loyal Customer,60.0,NJ,Personal Travel,Eco,387.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,neutral or dissatisfied,No
GZ17936424,Male,Loyal Customer,64.0,NJ,Personal Travel,Eco,562.0,30.0,32.5,1.0,5.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,neutral or dissatisfied,Yes
MD64700476,Male,Disloyal Customer,21.0,NJ,Business travel,Eco,170.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,4.0,5.0,neutral or dissatisfied,No
KY17790249,Female,Disloyal Customer,30.0,NJ,Business travel,Eco,641.0,8.0,13.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,neutral or dissatisfied,No
KG78175649,Male,Loyal Customer,22.0,NJ,Business travel,Business,655.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,neutral or dissatisfied,No
XS48291891,Female,Loyal Customer,7.0,NJ,Personal Travel,Eco,1972.0,9.0,10.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,neutral or dissatisfied,No
YP78419238,Female,Loyal Customer,35.0,NJ,Business travel,Eco,109.0,0.0,0.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,5.0,satisfied,No
TF07493269,Female,Disloyal Customer,15.0,NJ,Business travel,Eco,349.0,0.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,satisfied,No
LD25730392,Female,Loyal Customer,30.0,NJ,Business travel,Business,251.0,3.0,8.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,satisfied,No
CT54745301,Female,Loyal Customer,40.0,NJ,Business travel,Eco,86.0,30.0,32.5,4.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,satisfied,Yes
WL74225775,Female,Loyal Customer,24.0,NJ,Personal Travel,Eco Plus,926.0,0.0,10.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,neutral or dissatisfied,No
VL75471602,Male,Loyal Customer,55.0,NJ,Personal Travel,Eco,265.0,0.0,0.0,3.0,1.0,3.0,5.0,2.0,5.0,4.0,1.0,4.0,5.0,neutral or dissatisfied,No
DJ99694444,Female,Loyal Customer,17.0,NJ,Business travel,Business,849.0,0.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,satisfied,No
JR63787902,Female,Loyal Customer,25.0,NJ,Personal Travel,Eco,1096.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,neutral or dissatisfied,No
JW78766053,Male,Disloyal Customer,47.0,NJ,Business travel,Business,436.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,5.0,1.0,satisfied,No
TY79696347,Female,Loyal Customer,22.0,NJ,Personal Travel,Eco,992.0,0.0,0.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,neutral or dissatisfied,No
JE18401875,Female,Loyal Customer,57.0,NJ,Personal Travel,Eco,1050.0,30.0,32.5,2.0,4.0,2.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,neutral or dissatisfied,Yes
TJ29323007,Male,Loyal Customer,8.0,NJ,Personal Travel,Eco,1144.0,30.0,32.5,2.0,5.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,neutral or dissatisfied,Yes
NW58034096,Male,Loyal Customer,38.0,NJ,Business travel,Eco,250.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,1.0,4.0,satisfied,No
EU05061204,Female,Loyal Customer,20.0,NJ,Personal Travel,Eco,456.0,0.0,0.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,neutral or dissatisfied,No
AC87356269,Female,Disloyal Customer,44.0,NJ,Business travel,Eco,689.0,0.0,32.5,2.0,2.0,2.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,neutral or dissatisfied,No
UD14636653,Female,Loyal Customer,36.0,NJ,Business travel,Eco,1107.0,30.0,25.0,5.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,satisfied,Yes
RM64864396,Female,Loyal Customer,51.0,NJ,Personal Travel,Business,414.0,30.0,32.5,4.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,neutral or dissatisfied,Yes
CC32930763,Female,Loyal Customer,43.0,NJ,Business travel,Business,773.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,satisfied,No
OF41186097,Male,Loyal Customer,31.0,NJ,Personal Travel,Eco Plus,1562.0,0.0,0.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,neutral or dissatisfied,No
ZV79838872,Male,Loyal Customer,30.0,NJ,Personal Travel,Eco,337.0,0.0,0.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,neutral or dissatisfied,No
CA06626520,Female,Loyal Customer,54.0,NJ,Business travel,Business,757.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,satisfied,No
OY33101795,Male,Loyal Customer,21.0,NJ,Personal Travel,Eco,888.0,30.0,32.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,neutral or dissatisfied,Yes
HH75948039,Female,Loyal Customer,33.0,NJ,Personal Travel,Eco,516.0,24.0,28.0,1.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,neutral or dissatisfied,Yes
FO97212023,Female,Loyal Customer,43.0,NJ,Business travel,Business,409.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,neutral or dissatisfied,No
ER45193412,Male,Loyal Customer,41.0,NJ,Personal Travel,Eco,436.0,0.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,neutral or dissatisfied,No
OK98834023,Female,Loyal Customer,27.0,NJ,Personal Travel,Eco,2153.0,30.0,32.5,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,neutral or dissatisfied,Yes
ET32165797,Male,Loyal Customer,26.0,NJ,Personal Travel,Eco,859.0,0.0,0.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,neutral or dissatisfied,No
KD00816690,Female,Loyal Customer,43.0,NJ,Personal Travel,Eco,502.0,0.0,0.0,1.0,4.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,neutral or dissatisfied,No
HI56329093,Male,Disloyal Customer,25.0,NJ,Business travel,Eco,516.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,neutral or dissatisfied,No
BI91031694,Female,Loyal Customer,55.0,NJ,Business travel,Business,2850.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,satisfied,No
QY95483172,Male,Loyal Customer,58.0,NJ,Business travel,Business,2521.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,satisfied,No
XN60026732,Female,Loyal Customer,23.0,NJ,Personal Travel,Eco,1447.0,1.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,satisfied,No
JF00396547,Female,Loyal Customer,45.0,NJ,Personal Travel,Eco,1846.0,0.0,0.0,2.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,neutral or dissatisfied,No
VQ14421327,Female,Loyal Customer,58.0,NJ,Personal Travel,Eco,247.0,30.0,32.5,3.0,5.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,neutral or dissatisfied,Yes
UF83816525,Female,Disloyal Customer,35.0,NJ,Business travel,Eco,1039.0,4.0,0.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,neutral or dissatisfied,No
DU23785894,Male,Disloyal Customer,12.0,NJ,Business travel,Eco,783.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,4.0,4.0,satisfied,No
RG57524303,Female,Disloyal Customer,27.0,NJ,Business travel,Eco,2306.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,neutral or dissatisfied,No
FR19726954,Female,Loyal Customer,34.0,NJ,Business travel,Business,3739.0,16.0,9.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,satisfied,Yes
MH75015537,Male,Loyal Customer,49.0,NJ,Business travel,Business,1627.0,8.0,20.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,satisfied,No
RS16168243,Female,Disloyal Customer,38.0,NJ,Business travel,Eco,544.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,neutral or dissatisfied,No
UI75618400,Female,Loyal Customer,38.0,NJ,Business travel,Business,3739.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,satisfied,No
TF43647899,Female,Loyal Customer,40.0,NJ,Business travel,Business,1730.0,0.0,0.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,satisfied,No
IJ86899058,Female,Loyal Customer,46.0,NJ,Personal Travel,Eco,312.0,0.0,2.0,5.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,satisfied,No
XG91382509,Male,Loyal Customer,60.0,NJ,Business travel,Business,3017.0,0.0,12.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,satisfied,No
FO32535362,Male,Loyal Customer,52.0,NJ,Personal Travel,Eco,2454.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,neutral or dissatisfied,No
GE83771350,Male,Loyal Customer,50.0,NJ,Business travel,Business,1189.0,26.0,20.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,satisfied,Yes
XO09217577,Female,Loyal Customer,30.0,NJ,Business travel,Business,2237.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,satisfied,No
EE78661359,Female,Loyal Customer,70.0,NJ,Personal Travel,Eco Plus,743.0,0.0,0.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,neutral or dissatisfied,No
MY68533507,Female,Loyal Customer,43.0,NJ,Business travel,Business,1568.0,0.0,5.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
NT87819365,Male,Loyal Customer,57.0,NJ,Business travel,Business,1768.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,satisfied,No
ZD72849419,Male,Loyal Customer,40.0,NJ,Business travel,Eco,73.0,0.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,satisfied,No
CH34590583,Female,Loyal Customer,10.0,NJ,Personal Travel,Eco Plus,366.0,0.0,0.0,5.0,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,satisfied,No
RH58765733,Female,Loyal Customer,38.0,NJ,Business travel,Eco,1014.0,10.0,10.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,satisfied,No
QE47245048,Male,Disloyal Customer,11.0,NJ,Business travel,Eco,1027.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,neutral or dissatisfied,No
ES10531643,Male,Loyal Customer,34.0,NJ,Business travel,Eco Plus,370.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,neutral or dissatisfied,No
WI02542155,Male,Loyal Customer,49.0,NJ,Business travel,Business,1957.0,9.0,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,satisfied,No
GO12487941,Female,Disloyal Customer,27.0,NJ,Business travel,Business,289.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,neutral or dissatisfied,No
QS46659357,Male,Loyal Customer,26.0,NJ,Personal Travel,Eco,566.0,0.0,0.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,neutral or dissatisfied,No
UD21124681,Male,Disloyal Customer,27.0,NJ,Business travel,Eco,641.0,0.0,0.0,5.0,0.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,satisfied,No
DS69795912,Female,Loyal Customer,69.0,NJ,Personal Travel,Eco Plus,1892.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,neutral or dissatisfied,No
BH46908481,Female,Loyal Customer,43.0,NJ,Personal Travel,Eco,175.0,0.0,0.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,satisfied,No
BZ55550571,Male,Loyal Customer,56.0,NJ,Business travel,Eco,911.0,30.0,32.5,5.0,2.0,2.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,satisfied,Yes
IJ47158209,Female,Loyal Customer,42.0,NJ,Business travel,Business,2270.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,4.0,4.0,neutral or dissatisfied,No
PQ14805906,Female,Loyal Customer,45.0,NJ,Business travel,Business,440.0,13.0,0.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,neutral or dissatisfied,No
QJ84110024,Male,Loyal Customer,52.0,NJ,Personal Travel,Business,425.0,0.0,0.0,3.0,0.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,neutral or dissatisfied,No
LG52324146,Female,Loyal Customer,30.0,NJ,Business travel,Eco,184.0,4.0,23.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,neutral or dissatisfied,No
PR71795834,Female,Loyal Customer,46.0,NJ,Business travel,Eco,748.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,satisfied,No
DC61851952,Female,Loyal Customer,52.0,NJ,Personal Travel,Eco,861.0,0.0,7.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0,3.0,neutral or dissatisfied,No
HX66793951,Male,Loyal Customer,37.0,NJ,Personal Travel,Eco,655.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,neutral or dissatisfied,No
ID40827841,Female,Disloyal Customer,22.0,NJ,Business travel,Eco,689.0,30.0,30.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,neutral or dissatisfied,Yes
SW23661683,Male,Loyal Customer,66.0,NJ,Personal Travel,Eco,302.0,0.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,neutral or dissatisfied,No
KJ80468328,Male,Loyal Customer,25.0,NJ,Business travel,Business,746.0,0.0,32.5,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,1.0,5.0,satisfied,No
HZ04246427,Female,Loyal Customer,13.0,NJ,Personal Travel,Eco,957.0,0.0,0.0,3.0,2.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,neutral or dissatisfied,No
OB04360300,Male,Loyal Customer,51.0,NJ,Business travel,Business,646.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
AF44608529,Male,Loyal Customer,60.0,NJ,Business travel,Business,572.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,satisfied,No
BT36962561,Male,Loyal Customer,43.0,NJ,Business travel,Business,2192.0,30.0,32.5,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,satisfied,Yes
OP02286983,Female,Disloyal Customer,32.0,NJ,Business travel,Eco,507.0,13.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,neutral or dissatisfied,No
GT25068062,Male,Disloyal Customer,25.0,NJ,Business travel,Eco,1400.0,0.0,0.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,satisfied,No
XL49086782,Female,Loyal Customer,9.0,NJ,Personal Travel,Eco,308.0,0.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,neutral or dissatisfied,No
FY27585926,Female,Loyal Customer,22.0,NJ,Business travel,Business,3739.0,11.0,8.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,satisfied,No
KY72769474,Female,Disloyal Customer,15.0,NJ,Business travel,Eco,1028.0,9.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,neutral or dissatisfied,No
ZV16446299,Male,Loyal Customer,54.0,NJ,Business travel,Business,1428.0,30.0,32.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,satisfied,Yes
SM52829624,Male,Loyal Customer,43.0,NJ,Business travel,Eco,577.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,1.0,satisfied,No
AS97631202,Female,Disloyal Customer,37.0,NJ,Business travel,Business,852.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,neutral or dissatisfied,No
SV36092209,Female,Loyal Customer,37.0,NJ,Personal Travel,Eco,2182.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,satisfied,No
VA06764761,Female,Loyal Customer,58.0,NJ,Business travel,Eco Plus,544.0,0.0,0.0,3.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,neutral or dissatisfied,No
DQ33455900,Male,Loyal Customer,34.0,NJ,Business travel,Business,2704.0,0.0,0.0,3.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,neutral or dissatisfied,No
FQ80139987,Female,Loyal Customer,29.0,NJ,Personal Travel,Eco,507.0,0.0,0.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,5.0,satisfied,No
EC77445128,Female,Disloyal Customer,26.0,NJ,Business travel,Business,446.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,neutral or dissatisfied,No
GD43647878,Male,Loyal Customer,43.0,NJ,Personal Travel,Eco,328.0,14.0,17.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,neutral or dissatisfied,No
YY78551645,Male,Loyal Customer,58.0,NJ,Business travel,Business,2888.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,satisfied,No
YL89073099,Male,Loyal Customer,48.0,NJ,Personal Travel,Eco,971.0,15.0,0.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,neutral or dissatisfied,Yes
OZ75722004,Male,Loyal Customer,16.0,NJ,Personal Travel,Eco,964.0,0.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,neutral or dissatisfied,No
WP03172702,Male,Loyal Customer,53.0,NJ,Business travel,Business,1589.0,0.0,0.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,satisfied,No
QT84634148,Male,Loyal Customer,48.0,NJ,Business travel,Business,488.0,0.0,6.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,satisfied,No
OP88712381,Female,Loyal Customer,31.0,NJ,Business travel,Eco,212.0,19.0,13.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,satisfied,Yes
FW86006639,Female,Loyal Customer,38.0,NJ,Personal Travel,Eco,304.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,neutral or dissatisfied,No
EA15395629,Female,Loyal Customer,56.0,NJ,Business travel,Business,192.0,30.0,32.5,3.0,3.0,3.0,1.0,1.0,4.0,3.0,5.0,4.0,3.0,satisfied,Yes
KX74132860,Male,Loyal Customer,60.0,NJ,Personal Travel,Business,2329.0,8.0,28.0,2.0,5.0,2.0,4.0,4.0,1.0,1.0,5.0,1.0,5.0,neutral or dissatisfied,No
QN17694474,Male,Loyal Customer,39.0,NJ,Business travel,Business,680.0,15.0,4.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,satisfied,Yes
AW07237899,Male,Loyal Customer,7.0,NJ,Personal Travel,Business,1035.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,neutral or dissatisfied,No
AA26956197,Male,Loyal Customer,39.0,NJ,Business travel,Business,1507.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,satisfied,No
GW74507574,Female,Loyal Customer,60.0,NJ,Business travel,Business,666.0,3.0,0.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,satisfied,No
HM77927029,Female,Loyal Customer,31.0,NJ,Business travel,Business,2261.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,satisfied,No
JH65672513,Female,Disloyal Customer,40.0,NJ,Business travel,Business,462.0,19.0,12.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,neutral or dissatisfied,Yes
NI31267297,Male,Disloyal Customer,30.0,NJ,Business travel,Eco,507.0,1.0,8.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,4.0,3.0,1.0,neutral or dissatisfied,No
CQ51055544,Male,Disloyal Customer,24.0,NJ,Business travel,Eco,689.0,30.0,32.5,1.0,1.0,1.0,2.0,5.0,2.0,5.0,3.0,4.0,2.0,neutral or dissatisfied,Yes
OY07431059,Female,Loyal Customer,23.0,NJ,Business travel,Business,290.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,neutral or dissatisfied,No
MD96370948,Female,Loyal Customer,41.0,NJ,Personal Travel,Business,802.0,0.0,0.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,neutral or dissatisfied,No
SK70531616,Female,Loyal Customer,46.0,NJ,Business travel,Business,1953.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,neutral or dissatisfied,No
WV79476349,Male,Loyal Customer,9.0,NJ,Business travel,Business,2100.0,5.0,25.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,neutral or dissatisfied,No
