Code,Gender,Customer Type,Age,State,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes
NB71323276,Male,Loyal Customer,37.0,,Business travel,Business,1856.0,91.0,83.0
YF86645273,Female,Disloyal Customer,23.0,,Business travel,Eco,539.0,0.0,0.0
RI94509907,Male,Loyal Customer,51.0,MO,Personal Travel,Eco,683.0,5.0,8.0
LK90963003,Female,Loyal Customer,54.0,OR,Business travel,Business,1962.0,48.0,47.0
OS97625158,Male,Loyal Customer,20.0,CO,Personal Travel,Eco,2475.0,0.0,0.0
GS22000044,Male,Loyal Customer,30.0,,Business travel,Business,179.0,0.0,18.0
NT65419000,Male,Loyal Customer,68.0,,Personal Travel,Eco,327.0,47.0,47.0
EN83039393,Male,Loyal Customer,44.0,,Business travel,Business,1846.0,0.0,0.0
GN18841700,Male,Loyal Customer,22.0,NJ,Personal Travel,Eco,641.0,0.0,0.0
CB21533316,Male,Loyal Customer,30.0,MD,Business travel,Business,2525.0,14.0,22.0
KC95431632,Female,Loyal Customer,38.0,VA,Business travel,Eco,231.0,0.0,0.0
YH54802240,Male,Loyal Customer,48.0,VA,Business travel,Business,2968.0,0.0,0.0
XC17669931,Male,Disloyal Customer,39.0,,Business travel,Eco,1322.0,0.0,0.0
SG95409435,Male,Loyal Customer,37.0,,Personal Travel,Eco,589.0,0.0,0.0
UI69772236,Male,Disloyal Customer,42.0,,Business travel,Business,452.0,14.0,9.0
ER17766116,Female,Loyal Customer,47.0,IN,Personal Travel,Eco,628.0,0.0,0.0
PJ72007104,Female,Loyal Customer,37.0,,Business travel,Business,2075.0,26.0,13.0
LN59489144,Female,Loyal Customer,67.0,NV,Personal Travel,Eco,74.0,0.0,0.0
FL02936129,Female,Loyal Customer,29.0,MN,Business travel,Business,2276.0,35.0,14.0
XI22617295,Male,Loyal Customer,51.0,,Business travel,Business,3345.0,22.0,0.0
ON00540587,Female,Disloyal Customer,22.0,WA,Business travel,Eco,295.0,0.0,0.0
ZW10350879,Male,Loyal Customer,30.0,,Business travel,Business,1020.0,9.0,2.0
YG16134266,Female,Disloyal Customer,21.0,NC,Business travel,Eco,731.0,0.0,0.0
SE02925611,Female,Loyal Customer,53.0,,Business travel,Business,1037.0,0.0,9.0
YP83332396,Male,Disloyal Customer,26.0,NC,Business travel,Eco,583.0,0.0,0.0
OP82156899,Female,Loyal Customer,59.0,WV,Personal Travel,Eco Plus,214.0,0.0,0.0
BD48382970,Male,Loyal Customer,9.0,GA,Personal Travel,Eco,342.0,0.0,0.0
TB30480725,Female,Loyal Customer,32.0,,Business travel,Business,1310.0,0.0,0.0
TD99064893,Male,Disloyal Customer,21.0,,Business travel,Business,491.0,0.0,0.0
BZ85110471,Female,Loyal Customer,43.0,,Business travel,Eco Plus,156.0,0.0,0.0
HN02387160,Male,Loyal Customer,18.0,,Business travel,Business,3594.0,7.0,12.0
QC38237384,Female,Loyal Customer,75.0,NV,Business travel,Eco,635.0,21.0,6.0
OS19639752,Female,Disloyal Customer,25.0,,Business travel,Business,808.0,2.0,0.0
BA76050129,Female,Loyal Customer,43.0,MS,Business travel,Business,1956.0,0.0,3.0
TE16627282,Male,Disloyal Customer,17.0,MA,Business travel,Eco,468.0,1.0,0.0
SN39633556,Female,Loyal Customer,44.0,GA,Personal Travel,Eco,78.0,18.0,11.0
LT86965591,Female,Loyal Customer,35.0,SC,Personal Travel,Eco,337.0,2.0,0.0
FB08361294,Male,Loyal Customer,40.0,,Business travel,Business,247.0,0.0,0.0
KE62835906,Female,Loyal Customer,15.0,,Personal Travel,Eco,373.0,0.0,0.0
PT75550793,Female,Loyal Customer,49.0,VA,Business travel,Business,920.0,0.0,0.0
PM05505505,Female,Loyal Customer,40.0,MD,Business travel,Eco,1162.0,32.0,31.0
ZC36023385,Male,Loyal Customer,69.0,,Personal Travel,Eco,312.0,11.0,15.0
EN52997677,Male,Loyal Customer,51.0,,Business travel,Business,562.0,0.0,3.0
ZI20711162,Male,Disloyal Customer,30.0,MA,Business travel,Business,1773.0,7.0,15.0
EK04594055,Female,Loyal Customer,48.0,,Personal Travel,Business,347.0,0.0,0.0
MD55986033,Male,Disloyal Customer,26.0,MI,Business travel,Eco Plus,89.0,0.0,0.0
JX54521282,Female,Loyal Customer,22.0,PA,Business travel,Eco,872.0,72.0,52.0
JX52722560,Male,Loyal Customer,45.0,KY,Business travel,Business,1127.0,0.0,0.0
PD25461691,Female,Disloyal Customer,46.0,OH,Business travel,Eco,957.0,0.0,0.0
FW96602820,Female,Loyal Customer,56.0,,Personal Travel,Eco Plus,748.0,2.0,0.0
YI63022971,Female,Loyal Customer,59.0,VA,Personal Travel,Eco,1089.0,0.0,0.0
EQ43135361,Female,Disloyal Customer,32.0,,Business travel,Eco,222.0,0.0,0.0
DL55074976,Female,Disloyal Customer,28.0,PA,Business travel,Eco,894.0,3.0,2.0
UX12777318,Female,Disloyal Customer,21.0,,Business travel,Business,935.0,7.0,0.0
II71207943,Male,Loyal Customer,26.0,,Business travel,Business,1941.0,0.0,2.0
XI24810239,Male,Loyal Customer,43.0,,Business travel,Business,3237.0,11.0,13.0
CC80272800,Male,Loyal Customer,39.0,TN,Business travel,Business,621.0,23.0,26.0
WI28688490,Male,Loyal Customer,51.0,NJ,Business travel,Business,3876.0,0.0,0.0
CC11291662,Male,Loyal Customer,45.0,GA,Business travel,Eco,867.0,0.0,14.0
XX26066600,Male,Loyal Customer,23.0,GA,Personal Travel,Eco,383.0,0.0,0.0
VP21372911,Male,Loyal Customer,54.0,,Business travel,Eco Plus,809.0,9.0,2.0
TY92255987,Female,Disloyal Customer,19.0,NJ,Business travel,Eco,895.0,44.0,28.0
DE31988370,Female,Loyal Customer,19.0,NH,Personal Travel,Eco,501.0,110.0,91.0
OH51489465,Male,Disloyal Customer,24.0,,Business travel,Business,735.0,0.0,0.0
IW13118708,Male,Loyal Customer,58.0,,Business travel,Business,337.0,0.0,0.0
GH15884034,Male,Loyal Customer,64.0,,Personal Travel,Eco,1721.0,0.0,0.0
UQ06598479,Female,Loyal Customer,53.0,,Business travel,Business,3982.0,0.0,13.0
YH85263646,Male,Loyal Customer,68.0,GA,Personal Travel,Eco Plus,1460.0,0.0,3.0
DF86828561,Male,Loyal Customer,35.0,MO,Business travel,Eco,359.0,0.0,0.0
MX69605720,Female,Loyal Customer,12.0,MI,Personal Travel,Eco,2454.0,0.0,0.0
CM59220276,Female,Disloyal Customer,22.0,,Business travel,Eco,859.0,0.0,8.0
QT30476801,Male,Loyal Customer,54.0,,Business travel,Business,3344.0,26.0,22.0
BV85360013,Male,Disloyal Customer,24.0,NC,Business travel,Business,272.0,232.0,235.0
FK35683043,Male,Loyal Customer,62.0,,Personal Travel,Business,272.0,0.0,0.0
QR53155032,Male,Loyal Customer,33.0,AL,Personal Travel,Eco,583.0,1.0,17.0
HP13161310,Male,Loyal Customer,24.0,,Business travel,Business,2271.0,197.0,183.0
EZ81522495,Male,Disloyal Customer,57.0,,Business travel,Business,272.0,0.0,0.0
QM34611671,Male,Loyal Customer,28.0,NJ,Personal Travel,Eco,1086.0,0.0,5.0
AF59782991,Male,Loyal Customer,36.0,VA,Business travel,Business,296.0,0.0,0.0
BV82033836,Female,Loyal Customer,46.0,NJ,Business travel,Business,599.0,0.0,0.0
CC20182459,Male,Loyal Customer,58.0,,Personal Travel,Eco,948.0,0.0,0.0
LN43973138,Male,Loyal Customer,56.0,,Business travel,Business,2248.0,0.0,0.0
JF82868541,Female,Disloyal Customer,34.0,VA,Business travel,Eco,541.0,0.0,0.0
QC21857973,Male,Loyal Customer,70.0,,Personal Travel,Business,634.0,0.0,0.0
IC50845642,Male,Loyal Customer,44.0,,Business travel,Business,2431.0,0.0,1.0
AH78238218,Female,Loyal Customer,24.0,,Personal Travel,Eco,715.0,0.0,0.0
VL72935175,Male,Loyal Customer,56.0,,Business travel,Business,3342.0,0.0,0.0
XK36667811,Female,Loyal Customer,7.0,CO,Personal Travel,Eco,731.0,0.0,0.0
GB80827961,Female,Loyal Customer,47.0,,Business travel,Eco,1598.0,0.0,0.0
FE04207624,Female,Loyal Customer,52.0,NJ,Personal Travel,Eco,179.0,0.0,8.0
ND82799397,Male,Loyal Customer,33.0,,Personal Travel,Eco,524.0,0.0,0.0
IL75143070,Male,Loyal Customer,58.0,IN,Business travel,Business,761.0,0.0,0.0
SA98637799,Male,Loyal Customer,30.0,AL,Personal Travel,Eco,728.0,0.0,0.0
GO30427862,Female,Loyal Customer,11.0,,Personal Travel,Eco,226.0,0.0,0.0
SR32013820,Female,Disloyal Customer,24.0,NJ,Business travel,Eco,395.0,7.0,16.0
RB23447771,Female,Loyal Customer,40.0,,Business travel,Eco,1055.0,189.0,171.0
RH25718896,Male,Loyal Customer,56.0,NJ,Business travel,Business,1535.0,37.0,53.0
HS35586675,Male,Loyal Customer,52.0,MD,Business travel,Business,650.0,0.0,12.0
CP04444746,Male,Loyal Customer,27.0,,Personal Travel,Eco Plus,432.0,0.0,0.0
JI01327901,Female,Loyal Customer,29.0,,Personal Travel,Eco,2457.0,2.0,33.0
ZL31767666,Female,Loyal Customer,41.0,NC,Business travel,Business,304.0,1.0,3.0
AY57349516,Male,Loyal Customer,57.0,MO,Business travel,Business,1545.0,178.0,198.0
XL01703184,Female,Disloyal Customer,23.0,,Business travel,Eco,669.0,0.0,0.0
HR30135562,Male,Loyal Customer,56.0,,Business travel,Eco,173.0,0.0,0.0
YD88616133,Female,Loyal Customer,11.0,AR,Personal Travel,Eco Plus,1262.0,0.0,0.0
HR47509376,Female,Loyal Customer,60.0,GA,Business travel,Business,1334.0,0.0,0.0
WV56368488,Male,Loyal Customer,30.0,OH,Business travel,Business,594.0,8.0,3.0
RA87682806,Male,Disloyal Customer,24.0,,Business travel,Eco,175.0,0.0,0.0
UH48458761,Female,Disloyal Customer,57.0,MI,Business travel,Business,240.0,0.0,0.0
NT86705066,Female,Loyal Customer,49.0,MN,Business travel,Business,247.0,8.0,0.0
LX36872404,Female,Disloyal Customer,34.0,,Business travel,Eco,265.0,0.0,0.0
QU32141567,Female,Loyal Customer,45.0,MO,Business travel,Business,3823.0,108.0,102.0
FG15052833,Male,Loyal Customer,68.0,NJ,Personal Travel,Eco,759.0,0.0,19.0
PC97164989,Female,Loyal Customer,33.0,MT,Business travel,Business,3296.0,0.0,0.0
OQ32459529,Female,Loyal Customer,32.0,WA,Personal Travel,Eco,1541.0,0.0,0.0
TT19994166,Female,Loyal Customer,39.0,,Business travel,Eco,370.0,15.0,12.0
YH52589503,Female,Disloyal Customer,22.0,,Business travel,Eco,223.0,0.0,4.0
SC42325465,Male,Loyal Customer,38.0,,Business travel,Eco,907.0,0.0,6.0
SU88876143,Female,Loyal Customer,32.0,,Personal Travel,Eco,787.0,121.0,111.0
UV75297598,Female,Loyal Customer,67.0,MA,Business travel,Business,1400.0,0.0,0.0
HU30313913,Male,Disloyal Customer,49.0,,Personal Travel,Eco,1379.0,2.0,0.0
OK64272318,Female,Disloyal Customer,27.0,,Business travel,Business,587.0,34.0,35.0
JS83938207,Female,Disloyal Customer,41.0,,Business travel,Business,1389.0,7.0,4.0
WY61771357,Male,Disloyal Customer,36.0,VA,Business travel,Eco,513.0,0.0,0.0
TA53174467,Male,Disloyal Customer,28.0,,Business travel,Business,1587.0,0.0,0.0
PB73683398,Female,Loyal Customer,9.0,NH,Personal Travel,Eco,281.0,18.0,19.0
QX08930096,Female,Loyal Customer,50.0,AL,Personal Travel,Eco,2106.0,15.0,0.0
BJ71291037,Female,Loyal Customer,47.0,PA,Business travel,Eco,589.0,10.0,4.0
RI82682469,Female,Loyal Customer,40.0,,Business travel,Eco,1476.0,0.0,0.0
RW62797610,Female,Loyal Customer,60.0,,Business travel,Business,3204.0,0.0,0.0
MZ45163106,Female,Loyal Customer,59.0,,Business travel,Business,563.0,22.0,11.0
WK41714551,Female,Loyal Customer,42.0,,Business travel,Eco,788.0,3.0,0.0
YX73400062,Male,Loyal Customer,34.0,KS,Personal Travel,Eco,78.0,0.0,3.0
RV24756381,Female,Loyal Customer,56.0,,Personal Travel,Eco,323.0,0.0,3.0
VF01004405,Male,Loyal Customer,44.0,HI,Business travel,Eco Plus,1306.0,9.0,0.0
NO36592860,Male,Disloyal Customer,23.0,,Business travel,Business,719.0,10.0,21.0
WM92784218,Female,Disloyal Customer,27.0,NV,Business travel,Business,1235.0,0.0,0.0
NR81377194,Male,Loyal Customer,41.0,DE,Personal Travel,Eco,990.0,0.0,0.0
CF05153181,Female,Loyal Customer,29.0,,Business travel,Business,1400.0,62.0,36.0
SR40828871,Male,Loyal Customer,47.0,,Personal Travel,Eco,1197.0,0.0,0.0
YB63887284,Male,Loyal Customer,35.0,MD,Business travel,Eco,184.0,0.0,0.0
PY19541465,Female,Loyal Customer,56.0,KY,Business travel,Business,3137.0,71.0,65.0
NM59936136,Male,Loyal Customer,43.0,,Business travel,Business,945.0,0.0,0.0
TO79079261,Male,Loyal Customer,22.0,,Business travel,Business,1235.0,3.0,0.0
BN83360758,Female,Loyal Customer,55.0,,Business travel,Business,1679.0,0.0,3.0
ST18115438,Female,Disloyal Customer,39.0,,Business travel,Business,990.0,7.0,0.0
TH67543185,Male,Loyal Customer,58.0,,Business travel,Eco,516.0,0.0,0.0
SB11541365,Female,Loyal Customer,37.0,,Business travel,Business,115.0,0.0,0.0
VR79098166,Female,Loyal Customer,50.0,MN,Business travel,Business,669.0,24.0,18.0
LP08205101,Male,Loyal Customer,20.0,VA,Business travel,Business,1426.0,6.0,4.0
HR97622856,Male,Loyal Customer,40.0,,Business travel,Business,2427.0,0.0,0.0
AI96625989,Male,Disloyal Customer,35.0,NC,Business travel,Business,1172.0,0.0,6.0
QP30212642,Female,Loyal Customer,29.0,,Business travel,Business,1670.0,65.0,37.0
VU31531823,Female,Loyal Customer,58.0,,Business travel,Business,2248.0,0.0,0.0
JR34555961,Female,Loyal Customer,30.0,,Personal Travel,Eco,332.0,0.0,0.0
ZI69367622,Female,Disloyal Customer,39.0,MI,Business travel,Eco,277.0,0.0,0.0
DV22736256,Female,Loyal Customer,13.0,,Personal Travel,Eco,641.0,18.0,18.0
YK17068036,Male,Loyal Customer,35.0,MD,Business travel,Eco,503.0,3.0,0.0
QR78969636,Male,Loyal Customer,41.0,,Personal Travel,Eco,187.0,14.0,18.0
LC93953329,Female,Loyal Customer,65.0,,Personal Travel,Eco,175.0,62.0,71.0
HX38615897,Female,Disloyal Customer,20.0,OH,Business travel,Eco,175.0,0.0,0.0
LU64543190,Female,Disloyal Customer,37.0,GA,Business travel,Business,493.0,0.0,0.0
DE76357405,Male,Loyal Customer,38.0,TN,Personal Travel,Business,818.0,17.0,8.0
HS62953430,Female,Disloyal Customer,23.0,,Business travel,Business,554.0,0.0,7.0
MI39022449,Male,Loyal Customer,60.0,,Business travel,Business,1919.0,42.0,37.0
UN10156065,Female,Loyal Customer,25.0,WY,Business travel,Eco,287.0,0.0,0.0
IW86000429,Male,Disloyal Customer,37.0,,Business travel,Business,349.0,108.0,105.0
UT44463426,Female,Loyal Customer,40.0,,Personal Travel,Eco Plus,2165.0,5.0,0.0
IU38829720,Male,Loyal Customer,24.0,,Personal Travel,Eco,1036.0,0.0,0.0
YT99963407,Male,Disloyal Customer,17.0,,Business travel,Eco,907.0,0.0,0.0
JF55015640,Female,Loyal Customer,9.0,,Personal Travel,Eco Plus,550.0,0.0,0.0
FJ93140961,Female,Loyal Customer,41.0,NC,Business travel,Business,806.0,0.0,0.0
OQ75421696,Female,Loyal Customer,40.0,NJ,Business travel,Business,1107.0,0.0,0.0
AX37405376,Female,Loyal Customer,27.0,TN,Business travel,Business,3322.0,54.0,61.0
QA01825453,Male,Loyal Customer,50.0,PA,Business travel,Business,626.0,0.0,0.0
JQ88271245,Female,Loyal Customer,56.0,,Business travel,Business,1744.0,28.0,34.0
WH43171723,Female,Loyal Customer,34.0,VA,Business travel,Business,2541.0,0.0,0.0
UM86968421,Female,Loyal Customer,33.0,VA,Business travel,Business,4983.0,0.0,0.0
VY11166306,Female,Loyal Customer,33.0,,Business travel,Business,236.0,49.0,49.0
SA69713450,Male,Loyal Customer,42.0,HI,Business travel,Business,3419.0,0.0,0.0
KO99875173,Male,Loyal Customer,68.0,NJ,Personal Travel,Eco Plus,429.0,4.0,0.0
NF65793438,Male,Loyal Customer,29.0,MI,Business travel,Eco,1739.0,3.0,12.0
VM04534948,Male,Loyal Customer,48.0,NC,Personal Travel,Eco,482.0,0.0,3.0
GN43031174,Female,Loyal Customer,54.0,MN,Business travel,Eco,646.0,0.0,0.0
CF53886823,Male,Loyal Customer,52.0,,Personal Travel,Eco,480.0,50.0,47.0
SD17981852,Female,Loyal Customer,57.0,KY,Personal Travel,Eco,1243.0,29.0,22.0
PY75337839,Male,Loyal Customer,52.0,,Business travel,Business,1751.0,0.0,0.0
KB15651355,Female,Disloyal Customer,25.0,KS,Business travel,Business,733.0,0.0,0.0
ON81271298,Female,Loyal Customer,16.0,,Personal Travel,Eco,387.0,0.0,0.0
PQ65868398,Male,Loyal Customer,60.0,NJ,Business travel,Business,2085.0,7.0,0.0
JM67582450,Female,Disloyal Customer,35.0,,Business travel,Eco,2370.0,2.0,0.0
BB26356101,Female,Loyal Customer,46.0,,Business travel,Business,3345.0,0.0,0.0
VT10737824,Female,Loyal Customer,46.0,MA,Business travel,Eco,1554.0,0.0,0.0
OC27585397,Female,Disloyal Customer,27.0,,Business travel,Eco,457.0,29.0,32.0
FW30380576,Female,Loyal Customer,35.0,MI,Business travel,Business,3836.0,1.0,0.0
ZY04376940,Male,Loyal Customer,18.0,PA,Personal Travel,Eco,872.0,0.0,4.0
WG86451130,Male,Loyal Customer,18.0,,Personal Travel,Eco,247.0,4.0,0.0
DB84751693,Female,Loyal Customer,54.0,,Business travel,Business,1735.0,73.0,44.0
AR23179454,Male,Loyal Customer,34.0,GA,Personal Travel,Eco,859.0,0.0,0.0
TZ28488821,Female,Loyal Customer,44.0,,Business travel,Business,3822.0,0.0,0.0
SJ62371889,Female,Disloyal Customer,25.0,,Business travel,Business,190.0,0.0,0.0
SI15918499,Female,Loyal Customer,37.0,OH,Personal Travel,Eco,515.0,47.0,44.0
CR73581311,Female,Disloyal Customer,68.0,,Business travel,Business,240.0,0.0,2.0
XI72146785,Female,Loyal Customer,17.0,NC,Business travel,Business,666.0,45.0,44.0
MC38016331,Female,Loyal Customer,38.0,,Business travel,Business,2949.0,0.0,0.0
QI39646588,Male,Loyal Customer,30.0,KS,Business travel,Business,2175.0,0.0,0.0
NP77464157,Female,Loyal Customer,45.0,,Business travel,Business,2212.0,0.0,0.0
RA91644967,Female,Disloyal Customer,14.0,,Business travel,Eco,781.0,0.0,11.0
CE49887895,Female,Loyal Customer,37.0,,Personal Travel,Eco,641.0,0.0,0.0
XD72301108,Female,Loyal Customer,25.0,,Business travel,Business,780.0,115.0,232.0
AS70705875,Male,Loyal Customer,40.0,HI,Personal Travel,Eco,239.0,3.0,0.0
UW86593501,Male,Loyal Customer,61.0,HI,Personal Travel,Eco,423.0,0.0,0.0
DM05010395,Female,Loyal Customer,53.0,MD,Personal Travel,Eco,451.0,0.0,0.0
EP83969037,Male,Loyal Customer,76.0,NV,Business travel,Business,2441.0,0.0,0.0
ZR37141465,Female,Loyal Customer,26.0,,Business travel,Business,2342.0,16.0,6.0
LB12658307,Female,Disloyal Customer,30.0,,Business travel,Eco,666.0,1.0,0.0
CL49783497,Male,Loyal Customer,54.0,,Business travel,Business,859.0,2.0,0.0
VF20781422,Female,Loyal Customer,53.0,DC,Business travel,Business,838.0,0.0,0.0
XZ27248935,Male,Loyal Customer,34.0,,Business travel,Business,354.0,31.0,29.0
SR45140220,Male,Loyal Customer,54.0,,Business travel,Business,3477.0,10.0,43.0
FJ19249138,Female,Disloyal Customer,24.0,NV,Business travel,Eco,1587.0,0.0,6.0
VP38126308,Male,Disloyal Customer,42.0,,Business travel,Business,720.0,0.0,10.0
CA98539142,Female,Loyal Customer,37.0,KS,Business travel,Eco,509.0,0.0,0.0
VU62784631,Female,Loyal Customer,39.0,,Business travel,Business,1990.0,0.0,11.0
BB24675377,Male,Loyal Customer,36.0,,Business travel,Business,74.0,55.0,52.0
OV67906285,Male,Loyal Customer,56.0,,Business travel,Business,432.0,32.0,27.0
GJ26463362,Male,Loyal Customer,32.0,,Personal Travel,Eco,248.0,0.0,0.0
QB95722325,Female,Disloyal Customer,45.0,HI,Business travel,Business,1290.0,0.0,0.0
UV94790264,Male,Loyal Customer,57.0,NC,Business travel,Business,250.0,0.0,0.0
UA09436419,Female,Loyal Customer,59.0,AR,Business travel,Eco Plus,359.0,5.0,0.0
UK90341557,Female,Loyal Customer,18.0,,Personal Travel,Eco,918.0,0.0,0.0
TV18362724,Male,Loyal Customer,65.0,,Business travel,Business,337.0,13.0,2.0
YJ05682975,Male,Disloyal Customer,17.0,CO,Business travel,Business,1009.0,41.0,37.0
KN05469310,Female,Loyal Customer,33.0,MI,Personal Travel,Eco,2541.0,17.0,0.0
UG06241322,Male,Disloyal Customer,30.0,CO,Business travel,Eco,110.0,0.0,0.0
WR32696874,Female,Loyal Customer,51.0,NJ,Business travel,Business,1121.0,0.0,0.0
NO15864048,Male,Loyal Customer,24.0,,Personal Travel,Eco,399.0,0.0,0.0
TO37415844,Male,Loyal Customer,14.0,MI,Business travel,Business,1165.0,8.0,6.0
SZ71408217,Male,Loyal Customer,47.0,MI,Business travel,Business,3295.0,0.0,0.0
RN78748044,Female,Loyal Customer,58.0,,Personal Travel,Eco,1814.0,0.0,0.0
GC48856364,Male,Disloyal Customer,23.0,IN,Business travel,Eco,591.0,4.0,0.0
YV68203964,Male,Loyal Customer,51.0,,Personal Travel,Eco Plus,480.0,12.0,6.0
HY04086144,Male,Loyal Customer,17.0,,Business travel,Eco,577.0,114.0,90.0
KN21255506,Male,Loyal Customer,54.0,,Business travel,Eco,468.0,12.0,4.0
JU99096928,Male,Disloyal Customer,18.0,,Business travel,Eco,270.0,0.0,0.0
VI23072411,Female,Disloyal Customer,24.0,MO,Business travel,Eco,1379.0,10.0,2.0
JP69229201,Male,Loyal Customer,49.0,,Business travel,Business,3833.0,0.0,25.0
VH99527654,Male,Loyal Customer,61.0,,Business travel,Business,925.0,0.0,27.0
TU55657286,Male,Loyal Customer,49.0,GA,Personal Travel,Eco,1297.0,11.0,13.0
IL77974443,Male,Loyal Customer,23.0,WV,Personal Travel,Business,220.0,34.0,21.0
FT94581556,Female,Loyal Customer,37.0,,Personal Travel,Eco,667.0,0.0,10.0
WB46155623,Male,Loyal Customer,28.0,,Business travel,Business,1794.0,19.0,16.0
OC04327849,Female,Loyal Customer,10.0,,Personal Travel,Business,780.0,265.0,265.0
SK48860476,Female,Loyal Customer,44.0,AL,Business travel,Business,569.0,0.0,0.0
KD65316215,Female,Loyal Customer,57.0,GA,Business travel,Business,2201.0,10.0,1.0
BH31558600,Male,Loyal Customer,34.0,KS,Business travel,Business,2579.0,0.0,0.0
GD69515718,Female,Loyal Customer,34.0,KY,Personal Travel,Eco,931.0,40.0,83.0
QP04638657,Male,Loyal Customer,28.0,LA,Personal Travel,Eco,1744.0,87.0,74.0
QQ99219336,Male,Loyal Customer,42.0,MN,Business travel,Business,1760.0,43.0,24.0
CI81561524,Male,Disloyal Customer,34.0,OR,Business travel,Eco,762.0,0.0,4.0
UZ61551352,Female,Loyal Customer,25.0,,Business travel,Business,651.0,0.0,0.0
LG75965097,Female,Loyal Customer,44.0,MI,Business travel,Business,3220.0,0.0,0.0
MB28877648,Female,Loyal Customer,20.0,,Personal Travel,Eco,164.0,0.0,0.0
EE16397042,Male,Loyal Customer,60.0,,Business travel,Business,2449.0,13.0,1.0
TA44883883,Male,Loyal Customer,38.0,PA,Business travel,Business,2272.0,26.0,26.0
KL06702290,Male,Loyal Customer,26.0,,Personal Travel,Eco Plus,226.0,6.0,2.0
UU43885402,Female,Loyal Customer,30.0,DC,Business travel,Business,2046.0,0.0,33.0
QC40188661,Male,Disloyal Customer,43.0,NM,Business travel,Business,683.0,0.0,0.0
EB01985948,Male,Loyal Customer,34.0,,Business travel,Business,922.0,0.0,0.0
MV90996914,Male,Loyal Customer,58.0,,Business travel,Business,1721.0,0.0,0.0
GS68543100,Male,Disloyal Customer,22.0,,Business travel,Eco,1389.0,0.0,0.0
ZJ06181318,Female,Loyal Customer,38.0,MA,Business travel,Eco,846.0,0.0,0.0
FW12757742,Male,Loyal Customer,27.0,NJ,Business travel,Business,3363.0,0.0,2.0
XU54359921,Male,Disloyal Customer,26.0,PA,Business travel,Business,366.0,12.0,1.0
WS78562617,Male,Loyal Customer,60.0,MI,Personal Travel,Eco,197.0,0.0,0.0
KP63525144,Male,Loyal Customer,46.0,,Business travel,Business,471.0,0.0,0.0
VI10093647,Male,Loyal Customer,38.0,GA,Personal Travel,Eco,507.0,0.0,0.0
DQ68840592,Male,Disloyal Customer,34.0,,Business travel,Business,258.0,82.0,84.0
MI80629764,Male,Loyal Customer,25.0,,Business travel,Business,1975.0,0.0,0.0
EX15239754,Male,Loyal Customer,56.0,GA,Business travel,Eco,667.0,39.0,35.0
TU22990677,Female,Loyal Customer,35.0,AL,Business travel,Business,853.0,0.0,18.0
CY00800978,Female,Loyal Customer,16.0,,Personal Travel,Eco,1542.0,0.0,0.0
DL89588199,Female,Loyal Customer,51.0,,Business travel,Business,113.0,0.0,22.0
QZ33407351,Female,Loyal Customer,39.0,MN,Business travel,Business,1875.0,0.0,0.0
XJ72824485,Male,Loyal Customer,67.0,OH,Personal Travel,Eco,612.0,2.0,2.0
NH16212680,Male,Loyal Customer,27.0,AR,Business travel,Business,3970.0,8.0,11.0
NI41319181,Male,Loyal Customer,49.0,,Business travel,Eco,895.0,9.0,0.0
QF92847093,Male,Loyal Customer,36.0,AL,Business travel,Business,3430.0,0.0,0.0
OF99477596,Female,Loyal Customer,52.0,CO,Business travel,Business,2553.0,0.0,0.0
ML72761634,Male,Loyal Customer,28.0,,Personal Travel,Eco,551.0,0.0,0.0
TE02278426,Female,Loyal Customer,16.0,OH,Business travel,Eco Plus,978.0,0.0,10.0
UL60290264,Female,Loyal Customer,46.0,,Personal Travel,Eco,397.0,175.0,169.0
YE16090802,Female,Loyal Customer,18.0,,Personal Travel,Eco Plus,861.0,21.0,12.0
LL91044262,Female,Loyal Customer,39.0,VA,Business travel,Business,3574.0,0.0,0.0
PK37223945,Female,Loyal Customer,62.0,,Business travel,Eco Plus,399.0,0.0,0.0
WL85595817,Female,Loyal Customer,19.0,,Personal Travel,Eco,515.0,15.0,0.0
RY26931868,Female,Loyal Customer,27.0,,Personal Travel,Eco,1139.0,0.0,5.0
XD02740224,Male,Disloyal Customer,40.0,,Business travel,Eco,261.0,0.0,0.0
AD50434380,Male,Loyal Customer,23.0,,Personal Travel,Eco,253.0,108.0,117.0
RK55321548,Male,Loyal Customer,39.0,,Personal Travel,Eco,1028.0,49.0,34.0
SI26198896,Female,Loyal Customer,40.0,,Business travel,Business,1643.0,23.0,15.0
YQ54735281,Male,Loyal Customer,33.0,MI,Business travel,Eco,328.0,40.0,38.0
OJ49393012,Female,Loyal Customer,51.0,KS,Business travel,Business,293.0,57.0,31.0
PB33672634,Male,Loyal Customer,26.0,NJ,Personal Travel,Eco,173.0,0.0,0.0
WZ99163686,Female,Loyal Customer,31.0,,Personal Travel,Eco,507.0,0.0,0.0
JY39328492,Female,Loyal Customer,66.0,,Business travel,Eco,834.0,0.0,0.0
VR70815224,Female,Loyal Customer,44.0,,Business travel,Business,1522.0,0.0,0.0
AN15891830,Female,Disloyal Customer,24.0,,Business travel,Eco,1024.0,22.0,43.0
GJ51200032,Male,Loyal Customer,65.0,CT,Personal Travel,Business,936.0,0.0,0.0
